,phase,w,mag
118,-1.567965277071831,1181.2693693693693,0.04852659904856784
119,-1.5680765004653312,1191.279279279279,0.04809719948315418
120,-1.5681852332217099,1201.289189189189,0.04767554088347788
121,-1.5682915783680913,1211.299099099099,0.0472614102038547
122,-1.5683956335273643,1221.3090090090088,0.04685460234547302
123,-1.5684974912579268,1231.3189189189188,0.04645491978056304
124,-1.5685972393683862,1241.3288288288286,0.04606217219814014
125,-1.5686949612098784,1251.3387387387386,0.04567617616986387
126,-1.56879073594717,1261.3486486486486,0.045296754834667725
127,-1.5688846388110547,1271.3585585585583,0.04492373760092561
128,-1.5689767413329074,1281.3684684684683,0.04455695986500049
129,-1.5690671115629755,1291.3783783783783,0.0441962627451191
130,-1.5691558142739537,1301.388288288288,0.043841492829593605
131,-1.5692429111504331,1311.398198198198,0.04349250193847385
132,-1.5693284609659848,1321.408108108108,0.0431491468977938
133,-1.5694125197482032,1331.4180180180178,0.04281128932562785
134,-1.5694951409330675,1341.4279279279278,0.04247879542922857
135,-1.5695763755090006,1351.4378378378376,0.04215153581257384
136,-1.5696562721519858,1361.4477477477476,0.0418293852936939
137,-1.5697348773516533,1371.4576576576576,0.04151222273119278
138,-1.5698122355295185,1381.4675675675674,0.04119993085942439
139,-1.569888389149993,1391.4774774774774,0.04089239613180982
140,-1.569963378824074,1401.4873873873873,0.04058950857182858
141,-1.5700372434070264,1411.497297297297,0.040291161631238644
142,-1.5701100200897866,1421.507207207207,0.03999725205511398
143,-1.5701817444850208,1431.5171171171169,0.039707679753315184
